# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.fileByIdCache.misses,1777351188249000000,1777351248252000000,149
VFS.invertedFileNameIndex.requests,1777351188249000000,1777351248252000000,4
VFS.contentStorage.recordsStoredCompressed,1777351188249000000,1777351248252000000,6
VFS.rootsCount,1777351188249000000,1777351248252000000,289.0
FileNameCache.totalMisses,1777351188249000000,1777351248252000000,25152
VFS.contentStorage.recordsStored,1777351188249000000,1777351248252000000,17
VFS.folderCaseSensitivityReads,1777351188249000000,1777351248252000000,144
VFS.cache.directoriesCreated,1777351188249000000,1777351248252000000,6279
VFS.contentStorage.recordsDeduplicated,1777351188249000000,1777351248252000000,3
VFS.contentStorage.recordsReadDecompressed,1777351188249000000,1777351248252000000,10
VFS.contentStorage.recordsReadSize,1777351188249000000,1777351248252000000,998042
VFS.contentStorage.recordsUncompressedSize,1777351188249000000,1777351248252000000,523564
VFS.contentStorage.recordsStoredSize,1777351188249000000,1777351248252000000,240428
VFS.contentStorage.recordsDecompressionTimeUs,1777351188249000000,1777351248252000000,14440
VFS.cache.filesCreated,1777351188249000000,1777351248252000000,64794
VFS.fileChildByName,1777351188249000000,1777351248252000000,34752
VFS.fileByIdCache.hits,1777351188249000000,1777351248252000000,9
VFS.cache.segmentsCreated,1777351188249000000,1777351248252000000,189
VFS.cache.segments,1777351188249000000,1777351248252000000,186.0
FileNameCache.queries,1777351188249000000,1777351248252000000,3265152
VFS.contentStorage.recordsRead,1777351188249000000,1777351248252000000,31
compiler.ArtifactModifiableModelBridge.addArtifact.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactModifiableModelBridge.getArtifacts.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactModifiableModelBridge.dispose.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactModifiableModelBridge.findArtifacts.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1777351188249000000,1777351248252000000,1
compiler.ArtifactModifiableModelBridge.getArtifactsByType.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactManagerBridge.commit.ms,1777351188249000000,1777351248252000000,2
compiler.ArtifactManagerBridge.dropMappings.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1777351188249000000,1777351248252000000,0
compiler.ArtifactModifiableModelBridge.commit.ms,1777351188249000000,1777351248252000000,2
FlushQueue.executionTime90PNs,1777351188249000000,1777351248252000000,218111
NonBlockingReadAction.failedExecutionTimeUs,1777351188249000000,1777351248252000000,18965
AWTEventQueue.dispatchTime90PNs,1777351188249000000,1777351248252000000,313343
AWTEventQueue.eventsDispatched,1777351188249000000,1777351248252000000,18096
FlushQueue.queueSizeMax,1777351188249000000,1777351248252000000,167
FlushQueue.waitingTimeMaxNs,1777351188249000000,1777351248252000000,3070230527
NonBlockingReadAction.failedExecutionsCount,1777351188249000000,1777351248252000000,1
AWTEventQueue.dispatchTimeTotalNS,1777351188249000000,1777351248252000000,10276558757
NonBlockingReadAction.finalizedExecutionsCount,1777351188249000000,1777351248252000000,57
FlushQueue.queueSizeAvg,1777351188249000000,1777351248252000000,10.314649439483185
AWTEventQueue.dispatchTimeAvgNs,1777351188249000000,1777351248252000000,568052.0816755084
NonBlockingReadAction.finalizedExecutionTimeUs,1777351188249000000,1777351248252000000,55475
ReadAction.executionsCount,1777351188249000000,1777351248252000000,233544
FlushQueue.waitingTimeAvgNs,1777351188249000000,1777351248252000000,3.112472558198746E7
FlushQueue.executionTimeMaxNs,1777351188249000000,1777351248252000000,12549357567
FlushQueue.waitingTime90PNs,1777351188249000000,1777351248252000000,47972351
FlushQueue.queueSize90P,1777351188249000000,1777351248252000000,25
FlushQueue.executionTimeAvgNs,1777351188249000000,1777351248252000000,5747681.025840775
WriteAction.executionsCount,1777351188249000000,1777351248252000000,73
FlushQueue.tasksExecuted,1777351188249000000,1777351248252000000,5263
AWTEventQueue.dispatchTimeMaxNs,1777351188249000000,1777351248252000000,3019898879
jps.project.serializers.load.ms,1777351188249000000,1777351248252000000,4
jps.load.initial.state.ms,1777351188249000000,1777351248252000000,9
jps.global.get.library.by.name.ms,1777351188249000000,1777351248252000000,0
jps.app.storage.content.reader.load.component.ms,1777351188249000000,1777351248252000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1777351188249000000,1777351248252000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777351188249000000,1777351248252000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777351188249000000,1777351248252000000,4
workspaceModel.mutableEntityStorage.hasReferrers.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777351188249000000,1777351248252000000,23
workspaceModel.mutableEntityStorage.collect.changes.ms,1777351188249000000,1777351248252000000,3
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777351188249000000,1777351248252000000,17
workspaceModel.moduleBridge.before.changed.ms,1777351188249000000,1777351248252000000,0
jps.facet.change.listener.process.change.events.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.instances.count,1777351188249000000,1777351248252000000,103
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777351188249000000,1777351248252000000,1
jps.apply.loaded.storage.ms,1777351188249000000,1777351248252000000,26
jps.load.project.to.empty.storage.ms,1777351188249000000,1777351248252000000,37
jps.library.entities.serializer.save.entities.ms,1777351188249000000,1777351248252000000,3
workspaceModel.global.apply.state.to.project.builder.ms,1777351188249000000,1777351248252000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777351188249000000,1777351248252000000,2
workspaceModel.load.cache.from.file.ms,1777351188249000000,1777351248252000000,0
workspaceModel.moduleBridge.update.option.ms,1777351188249000000,1777351248252000000,0
jps.global.handle.before.change.events.ms,1777351188249000000,1777351248252000000,0
jps.global.get.library.ms,1777351188249000000,1777351248252000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777351188249000000,1777351248252000000,0
workspaceModel.orphan.listener.update.ms,1777351188249000000,1777351248252000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777351188249000000,1777351248252000000,1
workspaceModel.save.cache.to.file.ms,1777351188249000000,1777351248252000000,92
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777351188249000000,1777351248252000000,0
jps.artifact.entities.serializer.save.entities.ms,1777351188249000000,1777351248252000000,0
jps.artifact.entities.serializer.load.entities.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1777351188249000000,1777351248252000000,1
jps.module.iml.entities.serializer.save.entities.ms,1777351188249000000,1777351248252000000,5
workspaceModel.moduleManagerBridge.newModule.ms,1777351188249000000,1777351248252000000,0
jps.save.global.entities.ms,1777351188249000000,1777351248252000000,17
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777351188249000000,1777351248252000000,2
jps.global.handle.changed.events.ms,1777351188249000000,1777351248252000000,0
workspaceModel.global.apply.state.to.project.ms,1777351188249000000,1777351248252000000,4
jps.module.iml.entities.serializer.load.entities.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1777351188249000000,1777351248252000000,53
jps.global.initialize.library.bridges.ms,1777351188249000000,1777351248252000000,1
jps.facet.change.listener.init.bridge.ms,1777351188249000000,1777351248252000000,0
jps.reload.project.entities.ms,1777351188249000000,1777351248252000000,2
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777351188249000000,1777351248252000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777351188249000000,1777351248252000000,0
jps.global.initialize.library.bridges.after.loading.ms,1777351188249000000,1777351248252000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777351188249000000,1777351248252000000,2
workspaceModel.mutableEntityStorage.resolve.ms,1777351188249000000,1777351248252000000,2
jps.global.get.libraries.ms,1777351188249000000,1777351248252000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777351188249000000,1777351248252000000,0
jps.save.changed.project.entities.ms,1777351188249000000,1777351248252000000,18
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777351188249000000,1777351248252000000,6
jps.modifiable.module.model.bridge.renaming.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777351188249000000,1777351248252000000,0
jps.facet.change.listener.before.change.events.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777351188249000000,1777351248252000000,0
workspaceModel.global.updates.ms,1777351188249000000,1777351248252000000,7
jps.modifiable.module.model.bridge.new.module.ms,1777351188249000000,1777351248252000000,7
jps.app.storage.content.writer.save.component.ms,1777351188249000000,1777351248252000000,6
jps.storage.jps.conf.reader.load.component.ms,1777351188249000000,1777351248252000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1777351188249000000,1777351248252000000,0
workspaceModel.do.save.caches.ms,1777351188249000000,1777351248252000000,100
jps.library.entities.serializer.load.entities.ms,1777351188249000000,1777351248252000000,0
jps.modifiable.module.model.bridge.load.module.ms,1777351188249000000,1777351248252000000,0
jps.modifiable.module.model.bridge.disposing.ms,1777351188249000000,1777351248252000000,0
workspaceModel.global.updates.count,1777351188249000000,1777351248252000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777351188249000000,1777351248252000000,62
workspaceModel.sync.entities.ms,1777351188249000000,1777351248252000000,0
jps.project.serializers.save.ms,1777351188249000000,1777351248252000000,17
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777351188249000000,1777351248252000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777351188249000000,1777351248252000000,18
Indexes.stubs.lookups,1777351188249000000,1777351248252000000,206
Indexes.allKeys.lookupDurationMaxMs,1777351188249000000,1777351248252000000,0.0
Indexes.entries.lookupDurationMaxMs,1777351188249000000,1777351248252000000,4.0
Indexes.allKeys.lookups,1777351188249000000,1777351248252000000,2
Indexes.entries.lookups,1777351188249000000,1777351248252000000,6
Indexing.writer_0.totalTimeSpentWritingMs,1777351188249000000,1777351248252000000,6987
Indexing.cache.totalCacheEvicted,1777351188249000000,1777351248252000000,2267892
Indexes.stubs.lookupDuration90PMs,1777351188249000000,1777351248252000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1777351188249000000,1777351248252000000,2337
Indexes.entries.lookupDuration90PMs,1777351188249000000,1777351248252000000,4.0
Indexing.writesQueuedAvg,1777351188249000000,1777351248252000000,246.99099099099098
Indexes.entries.lookupDurationAvgMs,1777351188249000000,1777351248252000000,0.8333333333333334
Indexes.allKeys.lookupDuration90PMs,1777351188249000000,1777351248252000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1777351188249000000,1777351248252000000,2512
Indexes.stubs.lookupDurationAvgMs,1777351188249000000,1777351248252000000,0.14009661835748793
Indexing.cache.totalCacheMisses,1777351188249000000,1777351248252000000,2267951
Indexing.writesQueuedMax,1777351188249000000,1777351248252000000,2832
Indexing.cache.totalCacheAccesses,1777351188249000000,1777351248252000000,10227860
Indexing.writesQueuedMin,1777351188249000000,1777351248252000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1777351188249000000,1777351248252000000,567
Indexing.totalTimeIndexersSleptMs,1777351188249000000,1777351248252000000,59387
Indexes.stubs.lookupDurationMaxMs,1777351188249000000,1777351248252000000,9.0
Indexes.allKeys.lookupDurationAvgMs,1777351188249000000,1777351248252000000,0.0
JVM.totalSafepointCount,1777351188249000000,1777351248252000000,207
JVM.totalBytesAllocated,1777351188249000000,1777351248252000000,15304731440
JVM.GC.collections,1777351188249000000,1777351248252000000,121
MEM.ramPlusSwapMinusFileMappingsBytes,1777351188249000000,1777351248252000000,3134803968
OS.loadAverage,1777351188249000000,1777351248252000000,3.080078125
JVM.newThreadsCount,1777351188249000000,1777351248252000000,215
MEM.ramBytes,1777351188249000000,1777351248252000000,4096110592
JVM.totalCpuTimeMs,1777351188249000000,1777351248252000000,128290
JVM.totalDirectByteBuffersBytes,1777351188249000000,1777351248252000000,491309057
JVM.totalTimeAtSafepointsMs,1777351188249000000,1777351248252000000,733
MEM.ramMinusFileMappingsBytes,1777351188249000000,1777351248252000000,3134803968
JVM.totalTimeToSafepointsMs,1777351188249000000,1777351248252000000,51
JVM.threadCount,1777351188249000000,1777351248252000000,149
JVM.committedHeapBytes,1777351188249000000,1777351248252000000,1606418432
JVM.maxThreadCount,1777351188249000000,1777351248252000000,150
JVM.GC.collectionTimesMs,1777351188249000000,1777351248252000000,710
JVM.usedNativeBytes,1777351188249000000,1777351248252000000,553481176
JVM.usedHeapBytes,1777351188249000000,1777351248252000000,1028268008
JVM.maxHeapBytes,1777351188249000000,1777351248252000000,2147483648
MEM.fileMappingsRamBytes,1777351188249000000,1777351248252000000,961040384
workspaceModel.cachedValueWithParameters.total.get.count,1777351188249000000,1777351248252000000,4
workspaceModel.updates.ms,1777351188249000000,1777351248252000000,84
workspaceModel.pre.handlers.ms,1777351188249000000,1777351248252000000,2
workspaceModel.cachedValue.calculated.count,1777351188249000000,1777351248252000000,47
workspaceModel.check.recursive.update.ms,1777351188249000000,1777351248252000000,2
workspaceModel.cachedValueWithParameters.clear.count,1777351188249000000,1777351248252000000,0
workspaceModel.workspaceFileIndexData.init.ms,1777351188249000000,1777351248252000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1777351188249000000,1777351248252000000,2
workspaceModel.to.snapshot.ms,1777351188249000000,1777351248252000000,1
workspaceModel.loading.total.ms,1777351188249000000,1777351248252000000,18
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1777351188249000000,1777351248252000000,0
workspaceModel.update.unloaded.entities.ms,1777351188249000000,1777351248252000000,0
workspaceModel.cachedValue.clear.count,1777351188249000000,1777351248252000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1777351188249000000,1777351248252000000,0
workspaceModel.cachedValue.total.get.count,1777351188249000000,1777351248252000000,639
workspaceModel.cachedValue.from.cache.count,1777351188249000000,1777351248252000000,592
workspaceModel.loading.from.cache.ms,1777351188249000000,1777351248252000000,15
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777351188249000000,1777351248252000000,2
workspaceModel.updates.count,1777351188249000000,1777351248252000000,11
workspaceModel.workspaceFileIndexData.markDirty.ms,1777351188249000000,1777351248252000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1777351188249000000,1777351248252000000,14
workspaceModel.workspaceFileIndexData.instances.count,1777351188249000000,1777351248252000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1777351188249000000,1777351248252000000,69
workspaceModel.collect.changes.ms,1777351188249000000,1777351248252000000,0
workspaceModel.updates.precise.ms,1777351188249000000,1777351248252000000,17
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1777351188249000000,1777351248252000000,26
workspaceModel.on.changed.ms,1777351188249000000,1777351248252000000,57
workspaceModel.workspaceFileIndexData.getPackageName.ms,1777351188249000000,1777351248252000000,1
workspaceModel.init.bridges.ms,1777351188249000000,1777351248252000000,12
workspaceModel.initializing.ms,1777351188249000000,1777351248252000000,1
workspaceModel.full.replace.project.model.ms,1777351188249000000,1777351248252000000,23
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1777351188249000000,1777351248252000000,358
workspaceModel.replace.project.model.ms,1777351188249000000,1777351248252000000,49
workspaceModel.on.before.changed.ms,1777351188249000000,1777351248252000000,38
workspaceModel.cachedValueWithParameters.from.cache.count,1777351188249000000,1777351248252000000,2
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1777351188249000000,1777351248252000000,2
parser.GenericSQL.time.ns,1777351188249000000,1777351248252000000,65502230
lexer.IgnoreLang.time.ns,1777351188249000000,1777351248252000000,493619
parser.JSON.size.bytes,1777351188249000000,1777351248252000000,1006
parser.Properties.time.ns,1777351188249000000,1777351248252000000,322844
lexer.Flow.JS.size.bytes,1777351188249000000,1777351248252000000,222093
parser.Markdown.size.bytes,1777351188249000000,1777351248252000000,95970
parser.IgnoreLang.time.ns,1777351188249000000,1777351248252000000,3349697
DiskQueryRelay.tasksExecuted,1777351188249000000,1777351248252000000,68880
parser.Markdown.time.ns,1777351188249000000,1777351248252000000,77534925
parser.JAVA.time.ns,1777351188249000000,1777351248252000000,22826534
parser.TypeScript.time.ns,1777351188249000000,1777351248252000000,1237301667
lexer.Properties.size.bytes,1777351188249000000,1777351248252000000,252
lexer.ECMAScript.6.size.bytes,1777351188249000000,1777351248252000000,492355
parser.Groovy.time.ns,1777351188249000000,1777351248252000000,19060485
DiskQueryRelay.taskExecutionTotalTimeUs,1777351188249000000,1777351248252000000,4266528
lexer.JSON.size.bytes,1777351188249000000,1777351248252000000,1363
lexer.JSON.time.ns,1777351188249000000,1777351248252000000,1937983
lexer.Properties.time.ns,1777351188249000000,1777351248252000000,44725
lexer.HTML.time.ns,1777351188249000000,1777351248252000000,38371867
lexer.Markdown.size.bytes,1777351188249000000,1777351248252000000,95970
parser.Flow.JS.time.ns,1777351188249000000,1777351248252000000,170226549
parser.ECMAScript.6.size.bytes,1777351188249000000,1777351248252000000,3538555
lexer.IgnoreLang.size.bytes,1777351188249000000,1777351248252000000,0
lexer.XML.size.bytes,1777351188249000000,1777351248252000000,181475
parser.Groovy.size.bytes,1777351188249000000,1777351248252000000,1139
parser.IgnoreLang.size.bytes,1777351188249000000,1777351248252000000,0
lexer.Groovy.time.ns,1777351188249000000,1777351248252000000,533793
parser.JSON.time.ns,1777351188249000000,1777351248252000000,13
lexer.Flow.JS.time.ns,1777351188249000000,1777351248252000000,30862900
LowMemory.gcOverloaded,1777351188249000000,1777351248252000000,0
LowMemory.gcLoad,1777351188249000000,1777351248252000000,0.0
DiskQueryRelay.taskWaitingTotalTimeUs,1777351188249000000,1777351248252000000,6692254
parser.XML.time.ns,1777351188249000000,1777351248252000000,19
parser.CSS.size.bytes,1777351188249000000,1777351248252000000,423199
lexer.TypeScript.size.bytes,1777351188249000000,1777351248252000000,4588766
parser.JAVA.size.bytes,1777351188249000000,1777351248252000000,4688
lexer.CSS.time.ns,1777351188249000000,1777351248252000000,16016529
lexer.HTTP.Request.time.ns,1777351188249000000,1777351248252000000,1324188
parser.TypeScript.size.bytes,1777351188249000000,1777351248252000000,4588766
writeAction.median.wait.ms,1777351188249000000,1777351248252000000,200
parser.HTML.size.bytes,1777351188249000000,1777351248252000000,1099283
parser.ECMAScript.6.time.ns,1777351188249000000,1777351248252000000,198489505
lexer.JAVA.time.ns,1777351188249000000,1777351248252000000,1165884
parser.CSS.time.ns,1777351188249000000,1777351248252000000,64870639
writeAction.wait.ms,1777351188249000000,1777351248252000000,221
lexer.TypeScript.time.ns,1777351188249000000,1777351248252000000,144636095
lexer.XML.time.ns,1777351188249000000,1777351248252000000,8297323
writeAction.max.wait.ms,1777351188249000000,1777351248252000000,44
parser.GenericSQL.size.bytes,1777351188249000000,1777351248252000000,8
lexer.HTTP.Request.size.bytes,1777351188249000000,1777351248252000000,8
parser.HTML.time.ns,1777351188249000000,1777351248252000000,11191507
lexer.GenericSQL.size.bytes,1777351188249000000,1777351248252000000,8
lexer.ECMAScript.6.time.ns,1777351188249000000,1777351248252000000,22334530
lexer.Markdown.time.ns,1777351188249000000,1777351248252000000,119081159
DiskQueryRelay.tasksRequested,1777351188249000000,1777351248252000000,69151
lexer.GenericSQL.time.ns,1777351188249000000,1777351248252000000,376035
parser.HTTP.Request.time.ns,1777351188249000000,1777351248252000000,666427
lexer.JAVA.size.bytes,1777351188249000000,1777351248252000000,4688
parser.HTTP.Request.size.bytes,1777351188249000000,1777351248252000000,8
writeAction.count,1777351188249000000,1777351248252000000,73
parser.XML.size.bytes,1777351188249000000,1777351248252000000,181475
